"Crop","State","Season","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Area-2025-26","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Production-2025-26","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25","Yield-2025-26"
"Maize","Andaman And Nicobar Islands","Rabi","0.00","","","0.00","","0.00","","","0.00","","0.00","","","2229.00",""
"Maize","Andaman And Nicobar Islands","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2680.00","2260.00","2410.00","2229.00",""
"Maize","Andhra Pradesh","Kharif","1.30","1.38","1.39","1.44","1.43","4.41","5.58","5.56","6.51","6.08","3390.00","4046.00","4007.00","4524.00","4254.00"
"Maize","Andhra Pradesh","Rabi","2.12","2.48","1.54","1.86","","14.59","21.97","12.63","14.97","","6880.00","8859.00","8229.00","8048.00",""
"Maize","Andhra Pradesh","Total","3.42","3.86","2.92","3.30","1.43","18.99","27.55","18.19","21.48","6.08","5553.00","7138.00","6225.00","6510.00","4254.00"
"Maize","Arunachal Pradesh","Kharif","0.43","0.44","0.44","0.44","","0.67","0.68","0.68","0.68","","1539.00","1544.00","1545.00","1547.00",""
"Maize","Arunachal Pradesh","Rabi","0.11","0.11","0.11","0.11","","0.19","0.19","0.19","0.19","","1720.00","1722.00","1725.00","1726.00",""
"Maize","Arunachal Pradesh","Total","0.54","0.55","0.55","0.55","","0.85","0.86","0.87","0.88","","1575.00","1579.00","1581.00","1583.00",""
"Maize","Assam","Kharif","0.43","0.52","0.42","0.33","0.26","1.70","1.92","2.15","1.14","1.07","3965.00","3698.00","5148.00","3446.00","4110.00"
"Maize","Assam","Rabi","","","0.62","0.67","","0.00","","3.18","3.61","","","","5139.00","5382.00",""
"Maize","Assam","Total","0.43","0.52","1.04","1.00","0.26","1.70","1.92","5.33","4.75","1.07","3965.00","3698.00","5143.00","4743.00","4110.00"
"Maize","Bihar","Kharif","1.74","1.81","2.16","1.93","1.97","2.35","4.45","5.86","5.71","5.33","1352.00","2458.00","2713.00","2965.00","2712.00"
"Maize","Bihar","Rabi","4.89","4.09","5.58","5.50","","24.34","29.15","40.51","40.70","","4976.00","7120.00","7262.00","7401.00",""
"Maize","Bihar","Summer","","1.58","1.82","1.54","","","10.19","10.72","8.27","","","6469.00","5904.00","5377.00",""
"Maize","Bihar","Total","6.63","7.48","9.55","8.96","1.97","26.69","43.80","57.09","54.68","5.33","4026.00","5854.00","5975.00","6101.00","2712.00"
"Maize","Chandigarh","Kharif","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2875.00","2875.00","3000.00","3000.00",""
"Maize","Chandigarh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Chandigarh","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2875.00","2875.00","3000.00","3000.00",""
"Maize","Chhattisgarh","Kharif","1.31","1.20","1.09","1.11","1.20","3.94","3.93","3.44","3.61","3.90","3017.00","3267.00","3144.00","3241.00","3241.00"
"Maize","Chhattisgarh","Rabi","","","","","","0.00","","","","","","","","",""
"Maize","Chhattisgarh","Total","1.31","1.20","1.09","1.11","1.20","3.94","3.93","3.44","3.61","3.90","3017.00","3267.00","3144.00","3241.00","3241.00"
"Maize","Dadra And Nagar Haveli","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Dadra And Nagar Haveli","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Dadra And Nagar Haveli","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Daman And Diu","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Daman And Diu","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Daman And Diu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Delhi","Kharif","0.00","0.00","0.00","0.01","","0.00","0.00","0.00","0.03","","5100.00","5120.00","5111.00","5100.00",""
"Maize","Delhi","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Delhi","Total","0.00","0.00","0.00","0.01","","0.00","0.00","0.00","0.03","","5100.00","5120.00","5111.00","5100.00",""
"Maize","Goa","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Goa","Rabi","","","","","","0.00","","","","","","","","",""
"Maize","Goa","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Gujarat","Kharif","2.95","2.88","2.82","2.86","1.83","5.75","5.49","5.69","4.22","3.29","1950.00","1906.00","2013.00","1474.00","1797.00"
"Maize","Gujarat","Rabi","0.96","1.06","1.16","1.34","","2.42","2.90","3.24","3.57","","2521.00","2748.00","2806.00","2656.00",""
"Maize","Gujarat","Summer","","0.07","0.07","0.08","","","0.18","0.16","0.17","","","2562.00","2296.00","2207.00",""
"Maize","Gujarat","Total","3.91","4.01","4.05","4.28","1.83","8.16","8.57","9.09","7.95","3.29","2090.00","2140.00","2244.00","1858.00","1797.00"
"Maize","Haryana","Kharif","0.05","0.05","0.05","0.04","0.04","0.16","0.16","0.18","0.16","0.15","3133.00","3328.00","3685.00","3716.00","3571.00"
"Maize","Haryana","Rabi","","","","","","0.00","","","","","","","","",""
"Maize","Haryana","Total","0.05","0.05","0.05","0.04","0.04","0.16","0.16","0.18","0.16","0.15","3133.00","3328.00","3685.00","3716.00","3571.00"
"Maize","Himachal Pradesh","Kharif","2.63","2.56","2.53","2.62","2.62","7.81","6.78","6.08","6.93","6.72","2970.00","2654.00","2403.00","2650.00","2569.00"
"Maize","Himachal Pradesh","Rabi","","","","","","0.00","","","","","","","","",""
"Maize","Himachal Pradesh","Total","2.63","2.56","2.53","2.62","2.62","7.81","6.78","6.08","6.93","6.72","2970.00","2654.00","2403.00","2650.00","2569.00"
"Maize","Jammu And Kashmir","Kharif","2.93","2.76","2.88","2.88","","5.81","5.47","5.88","5.88","","1986.00","1979.00","2041.00","2041.00",""
"Maize","Jammu And Kashmir","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Jammu And Kashmir","Total","2.93","2.76","2.88","2.88","","5.81","5.47","5.88","5.88","","1986.00","1979.00","2041.00","2041.00",""
"Maize","Jharkhand","Kharif","2.73","2.09","2.59","2.74","1.97","6.07","4.08","5.45","6.64","4.35","2225.00","1952.00","2099.00","2425.00","2204.00"
"Maize","Jharkhand","Rabi","0.12","0.31","0.10","0.15","","0.29","0.50","0.21","0.34","","2373.00","1622.00","2067.00","2286.00",""
"Maize","Jharkhand","Total","2.85","2.40","2.69","2.89","1.97","6.35","4.58","5.65","6.98","4.35","2231.00","1910.00","2098.00","2418.00","2204.00"
"Maize","Karnataka","Kharif","13.98","15.46","17.45","15.85","17.64","45.18","46.15","47.53","49.65","53.80","3231.00","2985.00","2724.00","3133.00","3050.00"
"Maize","Karnataka","Rabi","1.94","2.95","1.92","2.68","","7.02","10.30","7.46","9.61","","3621.00","3490.00","3884.00","3584.00",""
"Maize","Karnataka","Summer","","0.71","0.35","0.61","","","2.67","1.30","2.64","","","3755.00","3718.00","4328.00",""
"Maize","Karnataka","Total","15.92","19.12","19.72","19.14","17.64","52.21","59.11","56.29","61.90","53.80","3279.00","3092.00","2855.00","3234.00","3050.00"
"Maize","Kerala","Kharif","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2125.00","3091.00","2675.00","3162.00","3153.00"
"Maize","Kerala","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2731.00","3390.00","2591.00","3461.00",""
"Maize","Kerala","Summer","","0.00","0.00","0.00","","","0.00","0.00","0.00","","","1286.00","2342.00","2494.00",""
"Maize","Kerala","Total","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.00","2614.00","2943.00","2554.00","3117.00","3153.00"
"Maize","Ladakh","Kharif","0.00","","","0.00","","0.00","","","0.00","","0.00","","","401.00",""
"Maize","Ladakh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Ladakh","Total","0.00","","","0.00","","0.00","","","0.00","","0.00","","","401.00",""
"Maize","Lakshadweep","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Lakshadweep","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Madhya Pradesh","Kharif","14.00","14.48","15.30","20.77","26.93","46.07","46.21","42.74","57.88","76.55","3291.00","3191.00","2794.00","2787.00","2843.00"
"Maize","Madhya Pradesh","Rabi","0.00","","","2.22","","0.00","","","8.35","","0.00","","","3762.00",""
"Maize","Madhya Pradesh","Summer","","","0.13","0.04","","","","0.65","0.19","","","","4972.00","4860.00",""
"Maize","Madhya Pradesh","Total","14.00","14.48","15.43","23.03","26.93","46.07","46.21","43.39","66.42","76.55","3291.00","3191.00","2812.00","2884.00","2843.00"
"Maize","Maharashtra","Kharif","8.11","8.81","9.09","11.16","14.39","21.86","27.13","14.41","33.40","42.81","2694.00","3080.00","1584.00","2994.00","2974.00"
"Maize","Maharashtra","Rabi","4.40","4.24","3.57","4.23","","13.99","11.31","9.05","12.04","","3182.00","2669.00","2538.00","2845.00",""
"Maize","Maharashtra","Summer","","0.41","0.60","0.87","","","0.76","1.04","2.05","","","1854.00","1729.00","2370.00",""
"Maize","Maharashtra","Total","12.51","13.45","13.26","16.25","14.39","35.85","39.19","24.50","47.49","42.81","2865.00","2913.00","1847.00","2922.00","2974.00"
"Maize","Manipur","Kharif","0.16","","","0.17","","0.35","","","0.39","","2281.00","","","2240.00",""
"Maize","Manipur","Rabi","0.07","0.07","0.07","0.07","","0.15","0.17","0.16","0.16","","2232.00","2293.00","2200.00","2160.00",""
"Maize","Manipur","Summer","","0.18","0.17","","","","0.40","0.38","","","","2190.00","2280.00","",""
"Maize","Manipur","Total","0.22","0.25","0.24","0.25","","0.51","0.57","0.54","0.54","","2266.00","2220.00","2256.00","2216.00",""
"Maize","Meghalaya","Kharif","0.18","0.19","0.19","0.19","","0.42","0.44","0.44","0.44","","2302.00","2265.00","2265.00","2265.00",""
"Maize","Meghalaya","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Meghalaya","Total","0.18","0.19","0.19","0.19","","0.42","0.44","0.44","0.44","","2302.00","2265.00","2265.00","2265.00",""
"Maize","Mizoram","Kharif","0.06","0.11","0.06","0.04","","0.11","0.18","0.09","0.08","","1720.00","1650.00","1620.00","1793.00",""
"Maize","Mizoram","Rabi","0.01","0.00","0.01","0.01","","0.01","0.01","0.01","0.02","","1503.00","2210.00","2140.00","2404.00",""
"Maize","Mizoram","Total","0.07","0.12","0.06","0.05","","0.11","0.19","0.11","0.10","","1703.00","1674.00","1671.00","1893.00",""
"Maize","Nagaland","Kharif","0.39","0.39","0.39","0.39","","0.61","0.78","0.78","0.79","","1552.00","2005.00","2000.00","2010.00",""
"Maize","Nagaland","Rabi","0.01","0.05","0.05","0.04","","0.01","0.11","0.11","0.08","","1903.00","1987.00","1990.00","1988.00",""
"Maize","Nagaland","Total","0.40","0.44","0.45","0.43","","0.62","0.89","0.89","0.87","","1559.00","2003.00","1999.00","2008.00",""
"Maize","Odisha","Kharif","0.99","0.81","0.83","0.70","0.77","2.75","2.44","2.88","2.14","2.35","2783.00","2998.00","3483.00","3054.00","3069.00"
"Maize","Odisha","Rabi","0.04","","","","","0.10","","","","","2697.00","","","",""
"Maize","Odisha","Summer","","0.03","0.08","0.16","","","0.07","0.28","0.51","","","2480.00","3445.00","3144.00",""
"Maize","Odisha","Total","1.02","0.84","0.91","0.86","0.77","2.85","2.51","3.16","2.65","2.35","2780.00","2980.00","3480.00","3071.00","3069.00"
"Maize","Puducherry","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Puducherry","Rabi","","","","","","0.00","","","","","","","","",""
"Maize","Puducherry","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Maize","Punjab","Kharif","1.05","0.93","0.95","0.86","0.94","4.13","4.10","3.62","3.70","3.97","3930.00","4393.00","3827.00","4303.00","4221.00"
"Maize","Punjab","Rabi","","","","","","0.00","","","","","","","","",""
"Maize","Punjab","Total","1.05","0.93","0.95","0.86","0.94","4.13","4.10","3.62","3.70","3.97","3930.00","4393.00","3827.00","4303.00","4221.00"
"Maize","Rajasthan","Kharif","9.36","9.41","8.62","9.70","9.66","19.55","20.92","20.63","24.77","22.05","2089.00","2224.00","2394.00","2553.00","2282.00"
"Maize","Rajasthan","Rabi","0.16","0.16","0.19","0.37","","0.90","0.87","1.07","2.00","","5685.00","5406.00","5699.00","5455.00",""
"Maize","Rajasthan","Summer","","0.00","0.00","0.00","","","0.00","0.00","0.01","","","1723.00","1436.00","1958.00",""
"Maize","Rajasthan","Total","9.52","9.57","8.81","10.07","9.66","20.45","21.79","21.70","26.78","22.05","2149.00","2277.00","2464.00","2658.00","2282.00"
"Maize","Sikkim","Kharif","0.38","0.38","0.30","0.30","","0.68","0.67","0.53","0.53","","1773.00","1787.00","1793.00","1793.00",""
"Maize","Sikkim","Rabi","","","","","","0.00","","","","","","","","",""
"Maize","Sikkim","Total","0.38","0.38","0.30","0.30","","0.68","0.67","0.53","0.53","","1773.00","1787.00","1793.00","1793.00",""
"Maize","Tamil Nadu","Kharif","2.01","2.23","2.40","2.33","2.31","16.22","17.40","17.50","13.81","16.18","8050.00","7797.00","7283.00","5923.00","6993.00"
"Maize","Tamil Nadu","Rabi","1.99","1.85","1.92","2.49","","12.05","11.39","9.74","12.67","","6068.00","6141.00","5071.00","5084.00",""
"Maize","Tamil Nadu","Summer","","0.18","0.23","0.03","","","1.11","1.15","0.15","","","6141.00","5071.00","5084.00",""
"Maize","Tamil Nadu","Total","4.00","4.27","4.55","4.85","2.31","28.27","29.90","28.39","26.63","16.18","7066.00","7007.00","6239.00","5487.00","6993.00"
"Maize","Telangana","Kharif","2.89","2.51","2.16","2.12","2.53","13.17","11.43","9.40","10.21","11.55","4558.00","4554.00","4350.00","4814.00","4571.00"
"Maize","Telangana","Rabi","1.23","2.64","2.74","3.67","","9.09","17.19","18.39","23.71","","7386.00","6511.00","6712.00","6465.00",""
"Maize","Telangana","Total","4.12","5.15","4.90","5.79","2.53","22.26","28.62","27.79","33.92","11.55","5403.00","5557.00","5671.00","5860.00","4571.00"
"Maize","Tripura","Kharif","0.15","0.11","0.11","0.10","","0.27","0.22","0.22","0.18","","1842.00","1964.00","1964.00","1727.00",""
"Maize","Tripura","Rabi","0.05","0.04","0.04","0.04","","0.13","0.13","0.13","0.12","","2637.00","3505.00","3505.00","3215.00",""
"Maize","Tripura","Total","0.20","0.15","0.15","0.14","","0.40","0.34","0.34","0.30","","2046.00","2338.00","2338.00","2118.00",""
"Maize","Uttar Pradesh","Kharif","6.91","8.32","8.39","3.01","5.58","14.67","17.83","18.31","6.59","12.22","2123.00","2143.00","2182.00","2189.00","2189.00"
"Maize","Uttar Pradesh","Rabi","0.56","0.10","0.15","0.30","","1.54","0.28","0.43","0.87","","2750.00","2822.00","2875.00","2889.00",""
"Maize","Uttar Pradesh","Summer","","0.49","2.50","3.50","","","1.41","7.95","12.16","","","2878.00","3178.00","3473.00",""
"Maize","Uttar Pradesh","Total","7.47","8.91","11.04","6.81","5.58","16.21","19.52","26.68","19.61","12.22","2170.00","2191.00","2417.00","2880.00","2189.00"
"Maize","Uttarakhand","Kharif","0.21","0.17","0.17","0.17","0.17","0.52","0.39","0.40","0.47","0.41","2486.00","2291.00","2425.00","2725.00","2436.00"
"Maize","Uttarakhand","Rabi","","","","","","0.00","","","","","","","","",""
"Maize","Uttarakhand","Summer","","0.00","0.00","0.01","","","0.01","0.01","0.03","","","3000.00","3220.00","3022.00",""
"Maize","Uttarakhand","Total","0.21","0.17","0.17","0.18","0.17","0.52","0.40","0.42","0.51","0.41","2486.00","2305.00","2444.00","2743.00","2436.00"
"Maize","West Bengal","Kharif","0.52","0.52","0.50","0.34","0.28","1.58","1.90","2.00","1.54","1.25","3046.00","3633.00","3974.00","4547.00","4547.00"
"Maize","West Bengal","Rabi","3.09","1.67","2.00","2.05","","23.67","10.45","13.76","14.52","","7652.00","6247.00","6872.00","7080.00",""
"Maize","West Bengal","Summer","","1.43","1.42","1.66","","","10.41","10.28","12.29","","","7300.00","7239.00","7400.00",""
"Maize","West Bengal","Total","3.61","3.62","3.93","4.05","0.28","25.25","22.76","26.04","28.36","1.25","6989.00","6285.00","6633.00","6999.00","4547.00"
"Maize","Others","Kharif","","","","","4.53","","","","","9.00","","","","","1985.00"
"Maize","Others","Total","","","","","4.53","","","","","9.00","","","","","1985.00"
"Maize","All India","Kharif","77.85","80.53","83.29","84.61","97.05","226.81","236.74","222.45","248.08","283.03","2914.00","2940.00","2671.00","2932.00","2916.00"
"Maize","All India","Rabi","21.73","21.83","21.75","27.80","","110.49","116.90","120.28","147.53","","5084.00","5355.00","5529.00","5306.00",""
"Maize","All India","Summer","","5.08","7.37","8.50","","","27.21","33.92","38.47","","","5361.00","4603.00","4528.00",""
"Maize","All India","Total","99.58","107.44","112.41","120.91","97.05","337.30","380.85","376.65","434.09","283.03","3387.00","3545.00","3351.00","3590.00","2916.00"
"Barley","Andaman And Nicobar Islands","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Barley","Andaman And Nicobar Islands","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Barley","Andhra Pradesh","Rabi","","","","","","0.00","","","","","","","","",""
"Barley","Andhra Pradesh","Total","","","","","","0.00","","","","","","","","",""
"Barley","Arunachal Pradesh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Barley","Arunachal Pradesh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Barley","Assam","Rabi","","","","","","0.00","","","","","","","","",""
"Barley","Assam","Total","","","","","","0.00","","","","","","","","",""
"Barley","Bihar","Rabi","0.07","0.07","0.09","0.07","","0.12","0.12","0.15","0.14","","1779.00","1727.00","1641.00","1881.00",""
"Barley","Bihar","Total","0.07","0.07","0.09","0.07","","0.12","0.12","0.15","0.14","","1779.00","1727.00","1641.00","1881.00",""
"Barley","Chandigarh","Rabi","","","","","","0.00","","","","","","","","",""
"Barley","Chandigarh","Total","","","","","","0.00","","","","","","","","",""
"Barley","Chhattisgarh","Rabi","0.01","0.01","0.00","0.00","","0.01","0.01","0.00","0.00","","818.00","922.00","1001.00","723.00",""
"Barley","Chhattisgarh","Total","0.01","0.01","0.00","0.00","","0.01","0.01","0.00","0.00","","818.00","922.00","1001.00","723.00",""
"Barley","Dadra And Nagar Haveli","Rabi","","","","","","0.00","","","","","","","","",""
"Barley","Dadra And Nagar Haveli","Total","","","","","","0.00","","","","","","","","",""
"Barley","Daman And Diu","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Barley","Daman And Diu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Barley","Delhi","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.01","","4000.00","4000.00","4000.00","4000.00",""
"Barley","Delhi","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.01","","4000.00","4000.00","4000.00","4000.00",""
